"SC","名称","市場","業種","日付","株価","前日比","前日比(％)","前日終値","始値","高値","安値","VWAP","出来高","出来高率(％)","売買代金(千円)","時価総額(百万円)","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率(％)","安値日付","年初来安値","年初来安値乖離率(％)"
"3678","メディアドゥ","東証PR","情報通信","20250502","1714","5","0.29","1709","1703","1739","1697","1712.68","29100","0.19","49839","26006","1309","2109","20250220","1786","4.03","20250106","1384","23.84"
"3679","じげん","東証PR","情報通信","20250502","443","-2","-0.45","445","442","446","437","441.43","259300","0.23","114464","49483","365","525","20250106","480","7.71","20250407","354","25.14"
"3680","ホットリンク","東証GR","情報通信","20250502","258","1","0.39","257","257","264","257","259.95","64300","0.4","16715","4119","177","337","20250107","310","16.77","20250407","193","33.68"
"3681","ブイキューブ","東証PR","情報通信","20250502","177","0","0","177","178","179","176","177.47","47900","0.18","8501","4663","127","227","20250220","254","30.31","20250407","133","33.08"
"3682","エンカレッジ・テクノロジ","東証ST","情報通信","20250502","607","-22","-3.5","629","628","629","607","622.41","13400","0.19","8340","4203","529","729","20250212","647","6.18","20250407","510","19.02"
"3683","サイバーリンクス","東証ST","情報通信","20250502","1118","1","0.09","1117","1121","1128","1109","1118.19","23500","0.21","26278","12737","817","1417","20250226","1220","8.36","20250130","711","57.24"
"3686","ディー・エル・イー","東証ST","情報通信","20250502","119","5","4.39","114","116","123","113","117.15","2596500","6.11","304172","5059","64","164","20250120","169","29.59","20250407","90","32.22"
"3687","フィックスターズ","東証PR","情報通信","20250502","1738","5","0.29","1733","1733","1749","1710","1734.33","174200","0.52","302121","58458","1333","2133","20250106","2315","24.92","20250407","1285","35.25"
"3688","CARTAホールディングス","東証PR","情報通信","20250502","1491","-19","-1.26","1510","1510","1569","1474","1508.14","41100","0.16","61985","37724","1110","1910","20250425","1570","5.03","20250407","1284","16.12"
"3690","イルグルム","東証GR","情報通信","20250502","543","-4","-0.73","547","557","557","534","548.12","5900","0.09","3234","3460","447","647","20250205","598","9.2","20250407","499","8.82"
"3691","デジタルプラス","東証GR","情報通信","20250502","700","8","1.16","692","702","711","691","700.42","32000","0.72","22413","3113","592","792","20250421","920","23.91","20250407","577","21.32"
"3692","FFRIセキュリティ","東証GR","情報通信","20250502","3340","-70","-2.05","3410","3435","3510","3270","3375.18","372600","4.55","1257591","27355","2710","4110","20250324","4040","17.33","20250109","2058","62.29"
"3694","オプティム","東証PR","情報通信","20250502","648","3","0.47","645","651","657","640","647.91","44200","0.08","28638","35769","545","745","20250213","809","19.9","20250409","510","27.06"
"3695","GMOリサーチ＆AI","東証GR","情報通信","20250502","2859","-34","-1.18","2893","2860","2880","2821","2851.13","2400","0.05","6843","12712","2393","3395","20250317","3130","8.66","20250120","2210","29.37"
"3696","セレス","東証PR","情報通信","20250502","2099","-10","-0.47","2109","2125","2148","2079","2113.69","281600","2.33","595215","25366","1609","2609","20250106","3230","35.02","20250407","1770","18.59"
"3697","SHIFT","東証PR","情報通信","20250502","1376","22.5","1.66","1353.5","1345","1397","1341.5","1369.53","3892000","1.45","5330228","368081","1053.5","1653.5","20250213","1526","9.83","20250407","971","41.71"
"3698","CRI・ミドルウェア","東証GR","情報通信","20250502","1038","-12","-1.14","1050","1055","1058","1028","1042.77","35800","0.64","37331","5790","750","1350","20250501","1082","4.07","20250120","761","36.4"
"3708","特種東海製紙","東証PR","パルプ・紙","20250502","3725","25","0.68","3700","3700","3735","3695","3715.18","13900","0.11","51641","48425","3000","4400","20250423","3845","3.12","20250407","3075","21.14"
"3710","ジョルダン","東証ST","情報通信","20250502","602","3","0.5","599","599","602","593","597.5","1200","0.02","717","3164","499","699","20250227","620","2.9","20250421","584","3.08"
"3712","情報企画","東証ST","情報通信","20250502","4945","70","1.44","4875","4840","4945","4840","4895.77","1300","0.03","6365","20225","4175","5580","20250327","5750","14","20250407","4005","23.47"
"3719","AIストーム","東証ST","情報通信","20250502","225","3","1.35","222","225","238","221","228.47","1283700","5.28","293281","5466","142","302","20250401","252","10.71","20250407","161","39.75"
"3723","日本ファルコム","東証GR","情報通信","20250502","1216","0","0","1216","1225","1225","1214","1219.44","1800","0.02","2195","12500","916","1516","20250117","1430","14.97","20250409","1049","15.92"
"3726","フォーシーズHD","東証ST","小売","20250502","587","-10","-1.68","597","596","596","582","590.54","14000","0.14","8268","5916","497","697","20250304","970","39.48","20250106","481","22.04"
"3727","アプリックス","東証GR","情報通信","20250502","150","-4","-2.6","154","156","156","145","149.65","172500","0.79","25815","3283","104","204","20250326","191","21.47","20250407","122","22.95"
"3733","ソフトウェア・サービス","東証ST","情報通信","20250502","12320","-280","-2.22","12600","12600","12600","12110","12366.33","3000","0.05","37099","67612","9600","15600","20250107","12950","4.86","20250218","10300","19.61"
"3741","セック","東証PR","情報通信","20250502","4415","-60","-1.34","4475","4475","4475","4380","4414.36","18100","0.35","79900","22605","3775","5180","20250212","5620","21.44","20250407","3655","20.79"
"3744","サイオス","東証ST","情報通信","20250502","342","-10","-2.84","352","349","350","342","344.82","4500","0.05","1552","3035","272","432","20250214","435","21.38","20250407","265","29.06"
"3747","インタートレード","東証ST","情報通信","20250502","363","-46","-11.25","409","410","418","363","390.22","1474000","19.8","575188","2702","329","489","20250318","789","53.99","20250203","291","24.74"
"3750","サイトリ細胞研究所","東証ST","情報通信","20250502","666","2","0.3","664","666","666","642","650.05","25900","0.29","16836","5947","564","764","20250110","942","29.3","20250502","642","3.74"
"3753","フライトソリューションズ","東証ST","情報通信","20250502","221","-3","-1.34","224","225","226","220","223.27","89400","0.76","19961","2598","144","304","20250306","333","33.63","20250109","147","50.34"
"3758","アエリア","東証ST","情報通信","20250502","247","-1","-0.4","248","247","249","246","247.67","11600","0.05","2873","5841","168","328","20250219","264","6.44","20250407","193","27.98"
"3760","ケイブ","東証ST","情報通信","20250502","941","-29","-2.99","970","970","977","914","946.84","69600","1.04","65900","6299","820","1120","20250107","1059","11.14","20250407","770","22.21"
"3762","テクマトリックス","東証PR","情報通信","20250502","2049","9","0.44","2040","2056","2070","2035","2051.27","104900","0.24","215178","91218","1540","2540","20250131","2584","20.7","20250407","1720","19.13"
"3763","プロシップ","東証PR","情報通信","20250502","2131","-2","-0.09","2133","2146","2160","2113","2132.12","38000","0.24","81020","33394","1633","2633","20250423","2219","3.97","20250206","1508","41.31"
"3765","ガンホー・オンライン・エンターテイメント","東証PR","情報通信","20250502","2964","-8.5","-0.29","2972.5","2972.5","2990","2952.5","2971.09","136700","0.2","406148","204994","2472.5","3473","20250214","3479","14.8","20250407","2594","14.26"
"3766","システムズ・デザイン","東証ST","情報通信","20250502","982","11","1.13","971","971","983","968","979.32","2200","0.06","2155","3437","821","1121","20250221","1080","9.07","20250407","875","12.23"
"3768","リスクモンスター","東証ST","情報通信","20250502","501","4","0.8","497","500","501","495","499.48","2700","0.04","1349","3826","417","577","20250428","503","0.4","20250123","353","41.93"
"3769","GMOペイメントゲートウェイ","東証PR","情報通信","20250502","9021","84","0.94","8937","8937","9120","8924","9027.98","212000","0.28","1913931","690626","7437","10440","20250422","9139","1.29","20250311","7263","24.2"
"3770","ザッパラス","東証ST","情報通信","20250502","371","-4","-1.07","375","378","385","365","369.01","51100","0.48","18856","3984","295","455","20250428","460","19.35","20250203","313","18.53"
"3771","システムリサーチ","東証PR","情報通信","20250502","1755","13","0.75","1742","1739","1770","1734","1752.07","31900","0.19","55891","29344","1342","2142","20250502","1770","0.85","20250117","1329","32.05"
"3772","ウェルス・マネジメント","東証ST","不動産","20250502","1029","-9","-0.87","1038","1044","1048","1020","1034.34","69600","0.36","71990","19736","738","1338","20250107","1126","8.61","20250407","832","23.68"
"3773","アドバンスト・メディア","東証GR","情報通信","20250502","879","-4","-0.45","883","879","889","875","881.37","31200","0.17","27499","16167","733","1033","20250207","1265","30.51","20250407","701","25.39"
"3774","インターネットイニシアティブ","東証PR","情報通信","20250502","2708.5","24","0.89","2684.5","2700","2718","2690","2706.23","406200","0.22","1099270","496156","2184.5","3185","20250206","3038","10.85","20250416","2410","12.39"
"3776","ブロードバンドタワー","東証ST","情報通信","20250502","135","2","1.5","133","134","135","133","134.19","82200","0.13","11030","8339","83","183","20250124","196","31.12","20250407","116","16.38"
"3777","環境フレンドリーホールディングス","東証GR","情報通信","20250502","33","0","0","33","33","34","33","33.15","85500","0.03","2834","9562","3","63","20250203","41","19.51","20250407","29","13.79"
"3778","さくらインターネット","東証PR","情報通信","20250502","3300","-55","-1.64","3355","3370","3375","3280","3314.15","1194800","2.85","3959749","138239","2655","4055","20250204","5020","34.26","20250407","2731","20.83"
"3779","ジェイ・エスコムホールディングス","東証ST","情報通信","20250502","145","-4","-2.68","149","149","149","144","146.38","253200","2.19","37062","1677","99","199","20250415","215","32.56","20250407","115","26.09"
"3787","テクノマセマティカル","東証ST","情報通信","20250502","532","-2","-0.37","534","540","560","529","536.74","13600","0.52","7300","1380","434","634","20250107","586","9.22","20250408","475","12"
"3788","GMOグローバルサイン・ホールディングス","東証PR","情報通信","20250502","2268","45","2.02","2223","2246","2268","2206","2246.71","19400","0.17","43586","26520","1723","2723","20250212","2500","9.28","20250407","1706","32.94"
"3791","IGポート","東証ST","情報通信","20250502","2008","-22","-1.08","2030","2015","2061","1983","2006.26","120500","0.6","241754","40605","1530","2530","20250210","2569","21.84","20250407","1586","26.61"
"3793","ドリコム","東証GR","情報通信","20250502","527","-5","-0.94","532","530","530","516","522.77","189800","0.65","99223","15462","432","632","20250221","1064","50.47","20250407","418","26.08"
"3796","いい生活","東証ST","情報通信","20250502","482","-6","-1.23","488","480","498","480","483.23","8000","0.11","3866","3509","408","568","20250124","521","7.49","20250407","432","11.57"
"3798","ULSグループ","東証ST","情報通信","20250502","5100","110","2.2","4990","5040","5100","5010","5075.14","11100","0.18","56334","31767","4290","5690","20250107","5450","6.42","20250407","4095","24.54"
"3799","キーウェアソリューションズ","東証ST","情報通信","20250502","862","4","0.47","858","858","869","842","859.18","70000","0.77","60143","7853","708","1008","20250428","878","1.82","20250407","607","42.01"
"3800","ユニリタ","東証ST","情報通信","20250502","1879","-16","-0.84","1895","1883","1893","1871","1878.03","3700","0.05","6949","15032","1495","2295","20250120","2004","6.24","20250407","1830","2.68"
"3802","エコミック","東証ST","情報通信","20250502","475","-1","-0.21","476","475","476","460","469.9","7300","0.16","3430","2229","396","556","20250327","578","17.82","20250107","406","17"
